imaginaryid,poetname,poetId,cityname,cityId,relationship,destination,destination_id,speaker,speakerid,notes,source_poem,source_citation,original_source,source_greektext,source_translation,source_translator,source_notes,source_explicit
484,Timocreon,144,Ialysus,210,,,,,,,fr. 727,7,,"ἐπεὶ Θεμιστοκλῆν ἤχθαρε Λατώ, ψεύσταν ἄδικον προδόταν, ὃς Τιμοκρέοντα ξεῖνον ἐόντα ἀργυρίοισι κοβαλικοῖσι πεισθεὶς οὐ κατᾶγεν πατρίδ᾿ Ἰαλυσὸν εἴσ<ω>,","for Themistocles incurred the hatred of Leto, Themistocles the liar, the criminal, the traitor, who was bribed with mischievous silver and would not take Timocreon home to his native Ialysus, although he was his guest-friend.",Campbell,,
485,Timocreon,144,Isthmus,146,,,,,,,fr. 727,10,,ἀργυρίων δ᾿ ὑπόπλεως Ἰσθμοῖ γελοίως πανδόκευε ψυχρὰ <τὰ> κρεῖα παρίσχων·,"Gorged with silver, he made a ridiculous innkeeper at the Isthmus, serving cold meat",Campbell,,
486,Timocreon,144,Sicily,68,,,,,,,fr. 732,1,,Σικελὸς κομψὸς ἀνὴρ ποτὶ τὰν ματέρ᾿ ἔφα,A clever Sicilian said to his mother,Campbell,,
502,Timotheus,6,Macedon,33,,,,,,,"F.G.E. p.307s.",2,,"μνῆμα μὲν Ἑλλὰς ἅπασ᾿ Εὐριπίδου, ὀστέα δ᾿ ἴσχει γῆ Μακεδών, ᾗπερ δέξατο τέρμα βίου.","All Greece is the monument of Euripides, although his bones lie in the land of Macedon, where he met the end of his life.",Campbell,,
487,Timotheus,6,Aeolis,125,,,,,,Aeolia and Aeolis are both names for the western and north-western region of asia minor and include some islands.,fr. 791,227,,Λέσβος δ᾿ Αἰολία ν<ιν> Ἀν- τίσσαι γείνατο κλεινόν·,Aeolian Lesbos bore him to give glory to Antissa,Campbell,,
488,Timotheus,6,Antissa,59,,,,,,,fr. 791,227-8,,Λέσβος δ᾿ Αἰολία ν<ιν> Ἀν- τίσσαι γείνατο κλεινόν·,Aeolian Lesbos bore him to give glory to Antissa,Campbell,,
489,Timotheus,6,Asia,133,,,,,,,fr. 791,169,,"ἐγώ σοι μὴ δεῦρ᾿, ἐγὼ κεῖσε παρὰ Σάρδι, παρὰ Σοῦσα, Ἀγβάτανα ναίων· Ἄρτιμις ἐμὸς μέγας θεὸς παρ᾿ Ἔφεσον φυλάξει.᾿","I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus.",Campbell,,
490,Timotheus,6,Asia,133,,,,,,,fr. 791,147,,"ὁ δ᾿ ἀμφὶ γόνασι περιπλεκεὶς ἐλίσσετ᾿, Ἑλλάδ᾿ ἐμπλέκων Ἀσιάδι φωνᾶι διάτορον σφραγῖδα θραύων στόματος, Ἰάονα γλῶσσαν ἐξιχνεύων·","and he, embracing his knees, would beseech him, interweaving Greek speech with Asian, shattering his mouth’s seal in piercing cry, tracking down the Ionian tongue",Campbell,,
492,Timotheus,6,Celaenae,201,,,,,,,fr. 791,141,,"ἐπεὶ δέ τις λαβὼν ἄγοι πολυβότων Κελαινᾶν οἰκήτορ᾿ ὀρφανὸν μαχᾶν σιδαρόκωπος Ἕλλαν,",and whenever some steel-bladed Greek seized and carried off an inhabitant of rich-pasturing Celaenae bereft of his fighting powers,Campbell,,
493,Timotheus,6,"Delphi",30,,,,,,,fr. 791,237,,ἀλλ᾿ ἑκαταβόλε Πύθι᾿ ἁγνὰν ἔλθοις τάνδε πόλιν,"Come, far-shooting Pythian, to this holy city",Campbell,,FALSE
494,Timotheus,6,Ecbatana,205,,,,Phrygian,,,fr. 791,159,,"ἐγώ σοι μὴ δεῦρ᾿, ἐγὼ κεῖσε παρὰ Σάρδι, παρὰ Σοῦσα, Ἀγβάτανα ναίων· Ἄρτιμις ἐμὸς μέγας θεὸς παρ᾿ Ἔφεσον φυλάξει.᾿","I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus.",Campbell,,
495,Timotheus,6,Ephesus,11,,,,Phrygian,,,fr. 791,161,,"ἐγώ σοι μὴ δεῦρ᾿, ἐγὼ κεῖσε παρὰ Σάρδι, παρὰ Σοῦσα, Ἀγβάτανα ναίων· Ἄρτιμις ἐμὸς μέγας θεὸς παρ᾿ Ἔφεσον φυλάξει.᾿","I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus.",Campbell,,
496,Timotheus,6,Helle,208,,"",,,,i.e. Hellespont,fr. 791,approx. 110,,πλόιμον Ἕλλαν,navigable Helle,Campbell,,FALSE
497,Timotheus,6,Ionia,93,,,,,,,fr. 791,149,,"ὁ δ᾿ ἀμφὶ γόνασι περιπλεκεὶς ἐλίσσετ᾿, Ἑλλάδ᾿ ἐμπλέκων Ἀσιάδι φωνᾶι διάτορον σφραγῖδα θραύων στόματος, Ἰάονα γλῶσσαν ἐξιχνεύων·","and he, embracing his knees, would beseech him, interweaving Greek speech with Asian, shattering his mouth’s seal in piercing cry, tracking down the Ionian tongue",Campbell,,
498,Timotheus,6,Ionia,93,,,,,,,fr. 791,235,,Μίλητος δὲ πόλις νιν ἁ θρέψασ᾿ ἁ δυωδεκατειχέος λαοῦ πρωτέος ἐξ Ἀχαιῶν.,"it was the city of Miletus that nurtured him, the city of a twelve-walled people that is foremost among the Achaeans.",Campbell,,FALSE
500,Timotheus,6,Lesbos,126,,,,,,,fr. 791,227,,Λέσβος δ᾿ Αἰολία ν<ιν> Ἀν- τίσσαι γείνατο κλεινόν·,Aeolian Lesbos bore him to give glory to Antissa,Campbell,,
501,Timotheus,6,Lydia,102,,Greece,,,,,fr. 791,117,,οὐ γὰρ ἂ[ν Τμῶ]λον οὐδ᾿ ἄστυ Λύδιον [λι]πὼν Σαρδέων ἦλθον [Ἕ]λλαν᾿ ἀπέρξων Ἄρ[η·,for then I should not have left Tmolus or the Lydian town of Sardis and come to fend off Greek Ares,Campbell,,
503,Timotheus,6,Miletus,9,,,,,,,fr. 791,234,,Μίλητος δὲ πόλις νιν ἁ θρέψασ᾿ ἁ δυωδεκατειχέος λαοῦ πρωτέος ἐξ Ἀχαιῶν.,"it was the city of Miletus that nurtured him, the city of a twelve-walled people that is foremost among the Achaeans.",Campbell,,
505,Timotheus,6,Mysia,53,,,,"Persians",,,fr. 791,105,,"ἰὼ Μύσιαι δενδροέθειραι πτυχαί,","Ho, you tree-tressed glens of Mysia",Campbell,,
507,Timotheus,6,Persia,85,,,,,,,fr. 791,86-7,,φυγᾶι δὲ πάλιν ἵετο Πέρ- / σης στρατὸς βάρβαρος ἐπισπέρχων·,"And backwards in flight went the barbarian Persian host, racing along",Campbell,,
508,Timotheus,6,Persia,85,,,,,,,fr. 791,167,,"Περσίδα <δὲ> στολὴν περὶ στέρ- νοις ἔρεικον εὐυφῆ,",and they rent their well-woven Persian dress about their breasts,Campbell,,
509,Timotheus,6,Persia,85,,,,,,,fr. 791,186,,στονόεντα δ᾿ ἄλγη ἔσται Περσίδι χώραι·,and lamentable sufferings will befall the Persian land!,Campbell,,
510,Timotheus,6,Phrygia,128,,,,,,,fr. 791,40,,ἔνθα τοι τ[ις Φρυγιο]πέδιος / ἀνὴρ ἁμεροδρόμοι- / ο χώρας ἄναξ / [... δυσο]μβρίαν α ω[...,"At this point a man from the (Phrygian?) plain, a lord of the land that takes a day to cross",Campbell,,
511,Timotheus,6,Pieria,122,,,,,,,fr. 791,224,,πρῶτος ποικιλόμουσος Ὀρ- φεὺς <χέλ>υν ἐτέκνωσεν υἱὸς Καλλιόπα<ς ⏑ – – ⏓> Πιερίαθεν·,"Orpheus, Calliope’s son, he of the intricate muse, was the first to beget the tortoise-shell lyre in Pieria",Campbell,,
512,Timotheus,6,Sardis,43,,,,,,,fr. 791,117,,οὐ γὰρ ἂ[ν Τμῶ]λον οὐδ᾿ ἄστυ Λύδιον [λι]πὼν Σαρδέων ἦλθον [Ἕ]λλαν᾿ ἀπέρξων Ἄρ[η·,for then I should not have left Tmolus or the Lydian town of Sardis and come to fend off Greek Ares,Campbell,,
513,Timotheus,6,Sardis,43,,,,Phrygian,,,fr. 791,158,,"ἐγώ σοι μὴ δεῦρ᾿, ἐγὼ κεῖσε παρὰ Σάρδι, παρὰ Σοῦσα, Ἀγβάτανα ναίων· Ἄρτιμις ἐμὸς μέγας θεὸς παρ᾿ Ἔφεσον φυλάξει.᾿","I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus.",Campbell,,
514,Timotheus,6,Sparta,10,,,,,,,fr. 791,207,,ὁ γάρ μ᾿ εὐγενέτας μακραί- ων Σπάρτας μέγας ἁγεμὼν βρύων ἄνθεσιν ἥβας δονεῖ λαὸς ἐπιφλέγων,"for Sparta’s great leader, well-born, long-lived, the populace riotous with the flowers of youth, buffets me",Campbell,,
515,Timotheus,6,Susa,222,,,,Phrygian,,,fr. 791,158,,"ἐγώ σοι μὴ δεῦρ᾿, ἐγὼ κεῖσε παρὰ Σάρδι, παρὰ Σοῦσα, Ἀγβάτανα ναίων· Ἄρτιμις ἐμὸς μέγας θεὸς παρ᾿ Ἔφεσον φυλάξει.᾿","I no come here to you, I go over there to Sardis, to Susa, Ecbatana dweller. Artimis, my great god, will guard me to Ephesus.",Campbell,,
516,Timotheus,6,Tmolus,192,,Greece,,,,,fr. 791,116,,οὐ γὰρ ἂ[ν Τμῶ]λον οὐδ᾿ ἄστυ Λύδιον [λι]πὼν Σαρδέων ἦλθον [Ἕ]λλαν᾿ ἀπέρξων Ἄρ[η·,for then I should not have left Tmolus or the Lydian town of Sardis and come to fend off Greek Ares,Campbell,,
517,Timotheus,6,Troy,109,,,,,,,fr. 791,121,,Ἰλιοπόρος κακῶν λυαί- / α μόνα γένοιτ᾿ ἄν,"Troyward-conveying, she alone might be the deliverer from disaster",Campbell,,
499,Timotheus,6,Ionia,93,,,,,,,fr. 802,3,,"νικᾷ Τιμόθεος Μιλήσιος τὸν Κάμωνος τὸν ἰωνοκάμπταν,","‘Timotheus of Miletus is victorious over Camon’s son, the modulator of Ionian melody,’",Campbell,,
504,Timotheus,6,Miletus,9,,,,,,,fr. 802,3,,"νικᾷ Τιμόθεος Μιλήσιος τὸν Κάμωνος τὸν ἰωνοκάμπταν,","‘Timotheus of Miletus is victorious over Camon’s son, the modulator of Ionian melody,’",Campbell,,
525,Tyrtaeus,145,Messene,181,,,,,,"I've included this, though it is not his poetry, because it occurs in the 'fragments' in the Loeb and not in the testimony",Tyrtaeus 1,3,,"συνέβη δὲ καὶ τοῦτο ἐν Λακεδαίμονι, ὑπὸ τὸν Μεσσηνιακὸν πόλεμον",it (i.e. factions) happened too in Sparta in the course of the Messenian War,Gerber,,TRUE
530,Tyrtaeus,145,Sparta,10,,,,,,"I've included this, though it is not his poetry, because it occurs in the 'fragments' in the Loeb and not in the testimony",Tyrtaeus 1,3,,"συνέβη δὲ καὶ τοῦτο ἐν Λακεδαίμονι, ὑπὸ τὸν Μεσσηνιακὸν πόλεμον",it (i.e. factions) happened too in Sparta in the course of the Messenian War,Gerber,,TRUE
523,Tyrtaeus,145,Erineus,182,,Peloponnese,,,,"in Doris, central Greece",Tyrtaeus 2,14 - 15,,οἷσιν ἅμα προλιπ]όντες Ἐρινεὸν [ἠνεμόεντα / εὐρεῖαν Πέλοπ]ο[ς] νῆσον ἀφικόμ[εθα,with them we left windy Erineus and came to the wide island of Pelops,Gerber,,TRUE
529,Tyrtaeus,145,Peloponnese,105,,,,,,,Tyrtaeus 2,14 - 15,,οἷσιν ἅμα προλιπ]όντες Ἐρινεὸν [ἠνεμόεντα / εὐρεῖαν Πέλοπ]ο[ς] νῆσον ἀφικόμ[εθα,with them we left windy Erineus and came to the wide island of Pelops,Gerber,,TRUE
519,Tyrtaeus,145,Arcadia,54,,,,,,,Tyrtaeus 23a,15,,...]καδες,Archadians(?),Gerber,,TRUE
520,Tyrtaeus,145,Argos,38,,,,,,,Tyrtaeus 23a,15,,Ἁργείωνυνελ,of the Argives(?),Gerber,,TRUE
536,Tyrtaeus,145,Sparta,10,,,,,,,Tyrtaeus 23a,21,,Σπα]ρτιητέων ὁπόσου[ς,of the Spartans as many as,Gerber,,TRUE
521,Tyrtaeus,145,Delphi,30,,Sparta,,,,,Tyrtaeus 4,2-Jan,,Πυθωνόθεν οἴκαδ᾽ ἔνεικαν / μαντείας τε θεοῦ καὶ τελέεντ᾽ ἔπεα·,they brought home from Pytho the god's oracles and sure predictions,Gerber,,TRUE
522,Tyrtaeus,145,Delphi,30,,,,,,,Tyrtaeus 4,,,<ὧ>δε γὰρ ἀργυρότοξος ἄναξ ἑκάεργος Ἀπόλλων / Χρυσοκόμης ἔχρη πίονος ἐξ ἀδότου,"For thus Apollo who works from afar, the golden-haired lord of the silver bow, prophesied from his rich shrine",Gerber,,TRUE
531,Tyrtaeus,145,Sparta,10,,,,,,,Tyrtaeus 4,2-Jan,,Πυθωνόθεν οἴκαδ᾽ ἔνεικαν / μαντείας τε θεοῦ καὶ τελέεντ᾽ ἔπεα·,they brought home (i.e. to Sparta) from Pytho the god's oracles and sure predictions,Gerber,,TRUE
532,Tyrtaeus,145,Sparta,10,,,,,,,Tyrtaeus 4,4-Mar,,"ἄρχειν μὲν βουλῆς θεοτιμήτους βασιλῆας, / οἷσι μέλει Σπάρτης ἱμερόεσσα πόλις","The divinely honoured kings, in whose care is Sparta’s lovely city",Gerber,,TRUE
534,Tyrtaeus,145,Sparta,10,,,,,,,Tyrtaeus 4,10,,Φοῖβος γὰρ περὶ τῶν ὧδ᾿ ἀνέφηνε πόλει.,For so was Phoebus’ revelation about this to the city (i.e. Sparta),Gerber,,TRUE
535,Tyrtaeus,145,Sparta,10,,,,,,,Tyrtaeus 4,,,"ἁ φιλοχρηματία Σπάρταν ὀλεῖ, ἄλλο δὲ οὐδέ",Love of money and nothing else will destroy Sparta,Gerber,,TRUE
524,Tyrtaeus,145,Ithome,183,,,,,,in Messenia,Tyrtaeus 5,8-Jul,,εἰκοστῷ δ᾿ οἱ μὲν κατὰ πίονα ἔργα λιπόντες / φεῦγον Ἰθωμαίων ἐκ μεγάλων ὀρέων.,"and in the twentieth year the enemy fled from the high mountain range of Ithome, abandoning their rich farmlands",Gerber,,TRUE
526,Tyrtaeus,145,Messene,181,,,,,,,Tyrtaeus 5,2,,ὃν διὰ Μεσσήνην εἵλομεν εὐρύχορον,through whom (i.e. Theopompus) we captured spacious Messene,Gerber,,TRUE
527,Tyrtaeus,145,Messene,181,,,,,,,Tyrtaeus 5,3,,"Μεσσήνην ἀγαθὸν μὲν ἀροῦν, ἀγαθὸν δὲ φυτεύειν·",Messene good to plough and good to plant.,Gerber,,TRUE
541,Xenophanes,148,Olympia,87,,,,,,god,Xenophanes 2,3-Feb,,"ἔνθα Διὸς τέμενος / πὰρ Πίσαο ῥοῇς ἐν Ὀλυμπίῃ,","where there is the precinct of Zeus by Pisa’s stream in Olympia,",Gerber,,TRUE
542,Xenophanes,148,Pisa,104,,,,,,god,Xenophanes 2,3-Feb,,"ἔνθα Διὸς τέμενος / πὰρ Πίσαο ῥοῇς ἐν Ὀλυμπίῃ,","where there is the precinct of Zeus by Pisa’s stream in Olympia,",Gerber,,TRUE
543,Xenophanes,148,Pisa,104,,,,,,,Xenophanes 2,21,,εἴ τις ἀεθλεύων νικῷ Πίσαο παρ᾿ ὄχθας·,if one were to win while contending by the banks of Pisa;,Gerber,,TRUE
551,Xenophanes,148,Colophon,20,,,,,,lots of goods,Xenophanes 3,6-Jan,,"[Ath: Κολοφώνιοι...] ἁβροσύνας δὲ μαθόντες ἀνωφελέας παρὰ Λυδῶν, / ὄφρα τυραννίης ἦσαν ἄνευ στυγερῆς, / ᾔεσαν εἰς ἀγορὴν παναλουργέα φάρε᾿ ἔχοντες, / οὐ μείους ὥσπερ χείλιοι εἰς ἐπίπαν, / αὐχαλέοι, χαίτῃσιν †ἀγαλλομεν εὐπρεπέεσσιν, / ἀσκητοῖς ὀδμὴν χρίμασι δευόμενοι.","And [the Colophonians, according to Athenaeus] having learned useless luxury from the Lydians, while they were free of hateful tyranny, they used to go to the agora wearing robes all of purple, no fewer than a thousand as a rule, proud and exulting(?)  in the splendour of their hair, drenched with the scent of the most refined unguents.",Gerber,,TRUE
540,Xenophanes,148,Lydia,102,,,,,,lots of goods,Xenophanes 3,6-Jan,,"ἁβροσύνας δὲ μαθόντες ἀνωφελέας παρὰ Λυδῶν, / ὄφρα τυραννίης ἦσαν ἄνευ στυγερῆς, / ᾔεσαν εἰς ἀγορὴν παναλουργέα φάρε᾿ ἔχοντες, / οὐ μείους ὥσπερ χείλιοι εἰς ἐπίπαν, / αὐχαλέοι, χαίτῃσιν †ἀγαλλομεν εὐπρεπέεσσιν, / ἀσκητοῖς ὀδμὴν χρίμασι δευόμενοι.","And having learned useless luxury from the Lydians, while they were free of hateful tyranny, they used to go to the agora wearing robes all of purple, no fewer than a thousand as a rule, proud and exulting(?)  in the splendour of their hair, drenched with the scent of the most refined unguents.",Gerber,,TRUE
538,Xenophanes,148,Greece,,,,,,,,Xenophanes 6,4-Jan,,"πέμψας γὰρ κωλῆν ἐρίφου σκέλος ἤραο πῖον / ταύρου λαρινοῦ, τίμιον ἀνδρὶ λαχεῖν / τοῦ κλέος Ἑλλάδα πᾶσαν ἀφίξεται, οὐδ᾿ ἀπολήξει, / ἔστ᾿ ἂν ἀοιδάων ᾖ γένος Ἑλλαδικόν.","For although you sent the thigh bone of a kid, you won the fat leg of a fatted bull, a thing of honour to fall to a man whose fame will spread over the whole of Greece and will not die, so long as the Grecian form of song exists.",Gerber,,TRUE
539,Xenophanes,148,Greece,,,,,,,,Xenophanes 8,2-Jan,,ἤδη δ᾿ ἑπτά τ᾿ ἔασι καὶ ἑξήκοντ᾿ ἐνιαυτοὶ / βληστρίζοντες ἐμὴν φροντίδ᾿ ἀν᾿ Ἑλλάδα γῆν·,"Three score years and seven have now been tossing my thoughts throughout the land of Greece,",Gerber,,TRUE
