poetname,poetId,cityname,cityId,relationship,relationshipid,nativeid,dotted,notes,source_work,source_workid,source_citation,source_greektext,source_translation,source_translator,source_notes,source_explicit
Timocreon,144,Persepolis,85,,3,3,,?,Athenaeus,,Ath. 10.416a,Θρασύμαχος δ᾿ ὁ Καλχηδόνιος ἔν τινι τῶν προοιμίων τὸν Τιμοκρέοντά φησιν ὡς μέγαν βασιλέα ἀφικόμενον καὶ ξενιζόμενον παρ᾿ αὐτῷ πολλὰ ἐμφορεῖσθαι.,tells in one of his Introductions how Timocreon went to the king of Persia and stuffed himself full at his table,Campbell,,yes
Timotheus,6,Athens,2,performed,3,3,,,Satyrus,,P. Oxy. 1176 fr. 39 col. xxii (Satyrus' Life of Euripides),"... παραμυθήσασθαί τε λόγους διεξιὼν ὡς οἷόν τε παρακλητικωτάτους καὶ δὴ καὶ τὸ τῶν Περσῶν προοίμιον συγγράψαι, τῶι (Wilamowitz: τοῦ pap.) τε νικῆ[σ]αι παύσασθ[αι] καταφ[ρ]ο[νούμ]ενον [----- τὸ]ν Τι[μόθεον ...","... he [Euripides] encouraged him [Timotheus] with the most comforting arguments possible and even composed the prelude to The Persians, with the result that Timotheus won the prize and was despised no longer.",Campbell,,no
Timotheus,6,Miletus,9,born,1,1,,,Pherecrates,,Pherecr. fr. 155 Kassel-Austin = [Plut.] Mus. 30. 1141f–42a,(Δικ.) ποῖος οὑτοσὶ<ὁ> Τιμόθεος; (Μουσ.) Μιλήσιός τις πυρρίας.,(Justice) Which Timotheus is this? (Music) A red-haired Milesian.,Campbell,,yes
Timotheus,6,Sparta,10,performed,3,3,,,Plutarch,,Plut. Inst. Lac. 17. 238c,"Τιμοθέου δ᾿ ἀγωνιζομένου τὰ Κάρνεια, εἷς τῶν ἐφόρων μάχαιραν λαβὼν ἠρώτησεν αὐτὸν ἐκ ποτέρου τῶν μερῶν ἀποτέμῃ τὰς πλείους τῶν ἑπτὰ χορδῶν.","When Timotheus was competing at the Carnea, one of the ephors took a knife and asked him from which end he should cut off the strings that exceeded the traditional seven.",Campbell,,yes
Timotheus,6,Macedonia,33,died,2,2,,,Stephanus of Byzantium,,Steph. Byz. (p. 452s. Meineke),θνῄσκει δ᾿ ἐν Μακεδονίᾳ.,He died in Macedonia.,Campbell,,yes
Trytaeus,145,Athens,2,,,,,,Scholia to Plato,,Schol. Pl. Leg. 1.629a-b,ὁ Τυρταῖος οὗτος Ἀθηναῖος ἐγένετο.,This Tyrtaeus was an Athenian.,Gerber,,yes
Trytaeus,145,Athens,2,,,,,,Pausanias,,Paus. 4.15.6,ἐγένετο δὲ καὶ Λακεδαιμονίοις μάντευμα ἐκ Δελφῶν τὸν Ἀθηναῖον ἐπάγεσθαι σύμβουλον. ἀποστέλλουσιν οὖν παρὰ τοὺς Ἀθηναίους τόν τε χρησμὸν ἀπαγγελοῦντας καὶ ἄνδρα αἰτοῦντας παραινέσοντα ἃ χρή σφισιν. ...τοῦτον ἀποστέλλουσιν ἐς Σπάρτην. ὁ δὲ ἀφικόμενος ἰδίᾳ τε τοῖς ἐν τέλει καὶ συνάγων ὁπόσους τύχοι καὶ τὰ ἐλεγεῖα καὶ τὰ ἔπη σφίσι τὰ ἀνάπαιστα ᾖδεν.,"The Lacedaemonians received an oracle from Delphi to procure the Athenian as counsellor. They therefore despatched messengers to the Athenians to announce the oracle and asked for a man to advise them what they should do. ...they sent him to Sparta. Upon his arrival he sang his elegiac and anapaestic verses, both privately to those in office and to as many as he could gather together.",Geber,,yes
Trytaeus,145,Sparta,10,,3,3,,,Plato,,Pl. Leg. 1.629a,"προστησώμεθα γοῦν Τυρταῖον, τὸν φύσει μὲν Ἀθηναῖον, τῶνδε δὲ πολίτην γενόμενον","Let us cite in support Tyrtaeus, who was an Athenian by birth but became a citizen of the Lacedaemonians",Gerber,,yes
Trytaeus,145,Sparta,10,,,,,,Pausanius,,Paus. 4.15.6,ἐγένετο δὲ καὶ Λακεδαιμονίοις μάντευμα ἐκ Δελφῶν τὸν Ἀθηναῖον ἐπάγεσθαι σύμβουλον. ἀποστέλλουσιν οὖν παρὰ τοὺς Ἀθηναίους τόν τε χρησμὸν ἀπαγγελοῦντας καὶ ἄνδρα αἰτοῦντας παραινέσοντα ἃ χρή σφισιν. ...τοῦτον ἀποστέλλουσιν ἐς Σπάρτην. ὁ δὲ ἀφικόμενος ἰδίᾳ τε τοῖς ἐν τέλει καὶ συνάγων ὁπόσους τύχοι καὶ τὰ ἐλεγεῖα καὶ τὰ ἔπη σφίσι τὰ ἀνάπαιστα ᾖδεν.,"The Lacedaemonians received an oracle from Delphi to procure the Athenian as counsellor. They therefore despatched messengers to the Athenians to announce the oracle and asked for a man to advise them what they should do. ...they sent him to Sparta. Upon his arrival he sang his elegiac and anapaestic verses, both privately to those in office and to as many as he could gather together.",Gerber,,yes
Tynnichus,146,Chalcis,4,born,1,1,,,Plato,,Plat. Ion 534d,"μέγιστον δὲ τεκμήριον τῷ λόγῳ Τύννιχος ὁ Χαλκιδεύς, ὃς ἄλλο μὲν οὐδὲν πώποτε ἐποίησε ποίημα ὅτου τις ἂν ἀξιώσειεν μνησθῆναι, τὸν δὲ παιῶνα ὃν πάντες ᾄδουσι, σχεδόν τι πάντων μελῶν κάλλιστον, ἀτεχνῶς, ὅπερ αὐτὸς λέγει, ""εὕρημά τι Μοισᾶν.""","My argument is well supported by the case of Tynnichus of Chalcis: he never composed any poem worth remembering with the exception of the paean which everyone sings, almost the most beautiful of all lyric poems and truly, as he himself puts it, ""a discovery of the Muses.""",Campbell,,yes
Tyrtaeus,145,Athens,2,born,1,1,,,Plato,,Pl. Leg. 1.629a,"προστησώμεθα γοῦν Τυρταῖον, τὸν φύσει μὲν Ἀθηναῖον, τῶνδε δὲ πολίτην γενόμενον","Let us cite in support Tyrtaeus, who was an Athenian by birth but became a citizen of the Lacedaemonians",Gerber,,yes
Tyrtaeus,145,Miletus,9,born,1,1,,,Suda,,Suda T 1206,"Τυρταῖος, Ἀρχεμβρότου, Λάκων ἢ Μιλήσιος, ἐλεγειοποιὸς καὶ αὐλητής·","Tyrtaeus, son of Archembrotus, a Laconian or Milesian elegiac poet and pipe-player.",Gerber,,yes
Tyrtaeus,145,Sparta,10,born,1,1,,,Suda,,Suda T 1205,"Τυρταῖος, Ἀρχεμβρότου, Λάκων ἢ Μιλήσιος, ἐλεγειοποιὸς καὶ αὐλητής·","Tyrtaeus, son of Archembrotus, a Laconian or Milesian elegiac poet and pipe-player.",Gerber,,yes
Tyrtaeus,145,Sparta,10,,,,,,Lycurgus,,Lycurg. in Leocr. 106,"τίς γὰρ οὐκ οἶδε τῶν Ἑλλήνων ὅτι Τυρταῖον στρατηγὸν ἔλαβον παρὰ τῆς πόλεως, μεθ᾿ οὗ καὶ τῶν πολεμίων ἐκράτησαν καὶ τὴν περὶ τοὺς νέους ἐπιμέλειαν συνετάξαντο, οὐ μόνον εἰς τὸν παρόντα κίνδυνον ἀλλ᾿ εἰς ἅπαντα τὸν αἰῶνα βουλευσάμενοι καλῶς;","Who of the Greeks does not know that the Lacedaemonians took Tyrtaeus from our city (i.e., Athens) as their general and with him prevailed over their enemies and established their system of training for the young, planning well not only for the present danger but for all time?",Gerber,,yes
Tyrtaeus,145,Sparta,10,,,,,,Philodemus,,Phld. de mus. 17,"τὸ δὲ Τυρταῖον αὐτοὺς [ἀνει]ληφέναι καὶ προτετιμ[ηκέ]ναι διὰ μουσικὴν ἀνιστ[όρη]τον ἔοικεν εἶναι, πάντων μὲν σχεδὸν ὁμολογούν[των] κατὰ χρησμὸν αὐτὸν ἐξ Ἀ[θη]νῶν μεταπεπέμφθαι","But that they took Tyrtaeus and honoured him above others because of his music does not seem to be recorded, since almost everyone agrees that he had been sent for from Athens in accordance with an oracle",Gerber,,yes
Tyrtaeus,145,Messena,49,,,,, (as a general or advisor?),Suda,,Suda T 1206,"χρήσαντος δὲ τοῦ θεοῦ στρατηγὸν παρὰ Ἀθηναίων λαβεῖν, λαμβάνουσι Τυρταῖον τὸν ποιητήν, χωλὸν ἄνδρα· ὃς ἐπ᾿ ἀρετὴν αὐτοὺς παρακαλῶν εἷλε τῷ κ΄ ἔτει τὴν Μεσσήνην. ","and when the god gave them [the Spartans] an oracle to take a general from the Athenians, they took the poet Tyrtaeus, a man who was lame. By exhorting them to valour he captured Messene in the 20th year.",Gerber,,yes
Tyrtaeus,145,Messena,49,,,,,,Scholiast to Plato,,Schol. Pl. Leg. 1.629a-b,"τοῦτον Λακεδαιμονίοις ἔχρησεν ὁ Ἀπόλλων μεταπέμψασθαι, ὅτε πρὸς Μεσσηνίους εἶχον τὴν μάχην καὶ ἐν ἀπορίᾳ κατέστησαν πολλῇ, ὡς δὴ ἱκανοῦ αὐτοῖς ἐσομένου πρὸς τὸ συνιδεῖν τὸ λυσιτελές· αὐτῷ γὰρ ἐπέτρεψε χρήσασθαι συμβούλῳ.","Apollo gave the Lacedaemonians an oracle to send for him, when they were fighting the Messenians and were in great difficulty, since he would suffice for them to see what was to their advantage. Apollo ordered them to use him as an adviser.",Gerber,,no
Tyrtaeus,145,Messenia,251,,3,3,,,Athenaeus,,Ath. 14.630f,Φιλόχορος δέ (FGrHist 328 F 216) φησιν κρατήσαντας Λακεδαιμονίους Μεσσηνίων διὰ τὴν Τυρταίου στρατηγίαν ἐν ταῖς στρατείαις ἔθος ποιήσασθαι,"Philochorus says that after the Lacedaemonians prevailed over the Messenians because of the generalship of Tyrtaeus, they established the custom in their campaigns....",Gerber,,no
Xanthus,147,Sicily,68,born,1,1,,?,Athenaeus,,Ath. 12. 512f-513a,"καὶ Ξάνθος δ᾿ ὁ μελοποιός, πρεσβύτερος ὢν Στησιχόρου, ὡς καὶ αὐτὸς ὁ Στησίχορος μαρτυρεῖ (229 P.M.G.) ὥς φησιν ὁ Μεγακλείδης, οὐ ταύτην αὐτῷ περιτίθησι τὴν στολὴν ἀλλὰ τὴν Ὁμηρικήν. πολλὰ δὲ τῶν Ξάνθου παραπεποίηκεν ὁ Στησίχορος, ὥσπερ καὶ τὴν Ὀρέστειαν καλουμένην.","Xanthus, the lyric poet, who was earlier than Stesichorus, as Stesichorus himself testifies (229) according to Megaclides, does not give him this equipment but represents him as Homer did. Many of Xanthus’ poems have been adapted by Stesichorus,2 for example the one called The Oresteia.",Gerber,,no
Xenocritus,155,Sparta,10,,3,3,,,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Xenocritus,155,Locri,14,,1,1,,,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,yes
Xenocritus,155,Argos,38,,3,3,,,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Xenocritus,155,Arcadia,54,,3,3,,?,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Xenodamus,154,Sparta,10,,3,3,,,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Xenodamus,154,Cythera,35,,1,1,,,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,yes
Xenodamus,154,Argos,38,,3,3,,,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Xenodamus,154,Arcadia,54,,3,3,,?,Plutarch,,[Plut.] Mus. 9.1134bc,"τῆς δὲ δευτέρας Θαλήτας τε ὁ Γορτύνιος καὶ Ξενόδαμος ὁ Κυθήριος καὶ Ξενόκριτος ὁ Λοκρὸς καὶ Πολύμνηστος ὁ Κολοφώνιος καὶ Σακάδας ὁ Ἀργεῖος μάλιστα αἰτίαν ἔχουσιν ἡγεμόνες γενέσθαι· τούτων γὰρ εἰσηγησαμένων τὰ περὶ τὰς Γυμνοπαιδίας τὰς ἐν Λακεδαίμονι λέγεται κατασταθῆναι, <καὶ> τὰ περὶ τὰς Ἀποδείξεις τὰς ἐν Ἀρκαδίᾳ, τῶν τε ἐν Ἄργει τὰ Ἐνδυμάτια καλούμενα.","credit for the second organization is best given to Thaletas of Gortyn, Xenodamus of Cythera, Xenocritus of Locri, Polymnestus of Colophon and Sacadas of Argos; for it is said that it was on their suggestion that the festivals of the Gymnopaediae at Sparta, the Apodeixeis (Exhibitions) in Arcadia and the so-called Endymatia (Robings) at Argos were instituted.",Campbell,,no
Xenophanes,148,Messena,49,,3,3,,"Zancle, the former name of Messena (http://pleiades.stoa.org/places/462538)",Diogenes Laertius,,Diog. Laert. 9.19,"οὗτος ἐκπεσὼν τῆς πατρίδος ἐν Ζάγκλῃ τῆς Σικελίας, διέτριβε δὲ καὶ ἐν Κατάνῃ...","Banished from his homeland, (he spent time?) in Zancle in Sicily and he also spent time in Catana...",Gerber,,yes
Xenophanes,148,Katane,64,,3,3,,,Diogenes Laertius,,Diog. Laert. 9.19,"οὗτος ἐκπεσὼν τῆς πατρίδος ἐν Ζάγκλῃ τῆς Σικελίας, διέτριβε δὲ καὶ ἐν Κατάνῃ...","Banished from his homeland, (he spent time?) in Zancle in Sicily and he also spent time in Catana...",Gerber,,yes
Xenophanes (not the Lesbian iambic poet),148,Colophon,20,born,1,1,,,Diogenes Laertius,,Diog. Laert. 9. 18,"Ξενοφάνης Δεξίου ἤ, ὡς Ἀπολλόδωρος, Ὀρθομένους Κολοφώνιος ἐπαινεῖται πρὸς τοῦ Τίμωνος","Xenophanes, the son of Dexius or, according to Apollodorus, of Orthomenes, from Colophon, is praised by Timon.",Gerber,,yes
